context,emotional_conclusion
Terlihat banyak orang berkumpul menggunakan pakaian hitam di Tana Toraja.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Dua orang pemuda gagah naik ke atas panggung dan masing masing membawa badik.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Daeng Bani menceritakan kisah perjuangan rakyat Makassar diiringi dengan lantunan irama.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Pamanku adalah orang yang ahli dalam membuat berbagai macam mainan yang terbuat dari kayu.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Permainan bela diri yang hanya menggunakan kaki ini sangat populer di daerah Bone.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Masyarakat ramai datang menghadiri mappadendang.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayahku terkenal sebagai jawara permainan makkandang di kampungku.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Anak-anak hingga orang dewasa sangat menyukai permainan mattojang.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Aku melihat ada sekitaran 7 orang ibu ibu duduk bersusun di atas anak tangga rumah milik Indo' Ija.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Musim panen padi telah tiba.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Azan maghrib sudah berkumandang.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Saat libur sekolah, sekekali aku menemani ayah saat bertugas sebagai penjaga malam di pos ronda.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Malam ini aku tak bisa tidur dikarenakan cerita Andi tadi tentang sosok yang pernah ia temui di sawah milik bapaknya saat malam hari.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Setiap malam jum'at didesaku hampir setiap rumah terlihat ada asap kecil yang mengepul di pekarangannya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Semua benda pusaka warisan leluhur telah dikeluarkan dan semuanya siap untuk dibersihkan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Perempuan yang sudah pernah berangkat ke tanah suci dalam kesehariannya selalu memakai penutup kepala yang khas.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Dalam setiap acara pesta pernikahan, barisan pertama saat mengantar pengantin kerumah calon mempelainya selalu diisi oleh Ibu-Ibu yang menyandang gelar haji.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Saat berangkat ke sawah, Inna memakai bedak untuk melindungi kulitnya dari matahari.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Fajar lebih suka sarapan yang tidak berat tapi mengenyangkan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setiap pagi, keluarga Besse sarapan di rumah.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Topan selalu makan siang bersama keluarga di ladda-ladda kolong rumah dengan duduk bersila sambil mengelilingi lauk yang disediakan.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ibu memasak ikan bandeng yang asam khas Makassar untuk makan siang.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
"Sebagai pengganti makan malam, kami mengudap jajanan di Pantai Losari.",Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Ayah baru panen kacang tanah dan sebagian hasilnya dimasak.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Santi menikmati makanan ringan yang manis dengan tekstur yang garing dan bentuknya seperti sarang semut.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Marda baru saja pulang dari Palopo.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu keluar dari toko kain di Wajo.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setiap kembali ke lokasi penempatan, Rijal tidak pernah lupa membawakan oleh-oleh khas Makassar.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Ketika di Sinjai, Ade disuguhkan minuman fermentasi tapai singkong.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setiap malam, sepanjang jalan Sungai Cerekang selalu ramai pengunjung.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Eri pulang kampung ke Masamba dan makan kapurung.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
"Dalam acara pesta pernikahan atau syukuran lainnya, kue-kue disajikan di atas meja dengan hiasan yang cantik.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Paman membakar ikan dengan kayu bakar dan tungku yang bisa dipindah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setiap acara pernikahan, Mita selalu mencari kue olahan pisang yang dibungkus daun pisang.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Malam kemarin, Dito dan istrinya makan daging berkuah yang diberi toping telur mentah.",Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
"Burhan baru saja dari Malino, dia membeli buah segar yang rasanya manis tapi sedikit asam.",Cerita ini menunjukkan keterikatan masyarakat terhadap budaya lokal melalui konsumsi produk khas daerah.
Bapak dan Ibu baru saja dari acara lamaran di kampung sebelah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Sehari sebelum acara akad pernikahan, keluarga Nita mengadakan acara prosesi pembersihan diri untuk calon pengantin.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu menyediakan lipa' sabbe di tempat ijab kabul pengantin pria sebagai alas duduk.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Nita, calon mempelai wanita, menunggu di dalam kamar ketika akad.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setelah Akad Nikah di rumah Fatma, keesokan harinya, ia dan suami akan ke rumah mertuanya.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Di rumah mertua, Tenri disambut oleh keluarga suaminya.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Anto mengenakan penutup kepala dari anyaman rotan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Sebagai keturunan bangsawan, Tenri dipersilahkan memilih warna baju bodo di pernikahannya nanti.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Annisa segera menikah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Tradisi dui passolo adalah kebiasaan masyarakat yang menghadiri pernikahan.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Yaya menyukai kue manis yang terbuat dari telur dan gula berwarna hijau kuning.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Makanan olahan daging ini dihidangkan di pernikahan adat Makassar.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Nia mencari amplop untuk hadiah pesta pernikahan Reza.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nenek Lina di kampung membawa bungkusan menuju ke pesta pernikahan Tika.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Waddah mendahului kakak perempuan pertamanya menikah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Wawan berjalan di depan ayahnya yang sedang berbicara.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Keluarga Toni datang melamar Inna.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nenek Marwah adalah saudara dari nenek Ria.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Astrid merupakan lago dari Isna.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Dalam rapat pengurus PKK, ibu Nursam selalu menjunjung sikap sipakalebbi.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Rian diajarkan untuk bertingkah santun, menjaga tutur kata, dan mengucap permisi jika hendak melakukan sesuatu di depan orang lain.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nina menikah dengan Andi Fikra.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Orang tua dan mertua Lisa sedang menentukan dukun beranak pendamping kehamilannya nanti.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Pada kehamilan bulan pertama Rizki, keluarganya mengadakan acara untuk memberi tahu pantangan calon ayah dan calon ibu.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Memasuki bulan ketujuh, Bayu sedang sibuk mempersiapkan upacara tolak bala untuk istrinya.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nenek mewanti-wanti Danti yang sedang hamil.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setiap pagi, Maya diingatkan agar tidak mengalami naik dara ute.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Acara Aqiqah adek di Makassar dipimpin imam desa.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Fiqar mengubur ari-ari anaknya yang baru lahir.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bapak selalu mengajak Burhan ke tokonya.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Setiap malam, ayah dan ibu selalu memberikan pappaseng untuk saya dan saudara-saudara.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Kakek selalu berujar mengenai konsep assitinajang kepada kakak tertuaku ketika ia hendak merantau.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Indo' selalu memberikan kebebasan dalam memilih, asalkan selalu ingat budaya siri'.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Pada saat kakek sakaratul maut, semua keluarga berkumpul di rumah.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah mengajak kami sekeluarga untuk ikut menghadiri upacara kematian pamannya di Toraja.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Para pengantar jenazah berbondong mencari air sepulang dari makam.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Besok adalah runtutan acara terakhir mattampung almarhum Kakek.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Sebelum ayah Nanda meninggal, ia telah memberi pabbere.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Sebelum masuk bulan Ramadhan, Tante Nia dan keluarga ziarah ke makam keluarga besar.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu mempersiapkan makanan khas lebaran untuk anak-anaknya yang mudik ke Makassar.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
"Sebelum maulid Nabi, beberapa penjual di pasar-pasar Sulawesi Selatan ramai pengunjung.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ibu sudah menyediakan persiapan Ma'baca-baca.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Pasar Parepare terlihat ramai di hari Asyura (10 Muharram).,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Riri sudah ditunggu sedari tadi oleh ibunya sambil menenteng cerek.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Aneka makanan telah dihidangkan pada acara barazanji maulid.,Cerita ini menyoroti pentingnya makanan tradisional sebagai bagian dari identitas budaya daerah.
Anak-anak sibuk menghias bura' di masjid untuk perayaan Maulid Nabi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Ayah adalah seorang petani di Kabupaten Sidrap.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Kampung Kanie sedang riuh irama mappadendang.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Rumah kakek selalu berbau karena kotoran sapi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Kerbau Budi yang dijaga Ruli baru saja melahirkan 2 ekor anak kerbau.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Rita menampilkan kecaping di depan kelas.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Paduan suara mahasiswa diiringi oleh alat musik yang ditabuh sebagai penanda ritme.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Daeng Tappa adalah seorang penyair yang setiap tampil membawa alat musik tradisional.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Bapak bercerita tentang sebuah lagu tradisional yang berkisah tentang ucapan syukur kepada Sang Pencipta.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Mira tiba-tiba saja menitikkan air mata setelah mendengar lagu tradisional Sulawesi Selatan tentang seorang anak yang ditinggal ibunya karena masalah ekonomi.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Nimra menjadi salah satu penampil untuk tarian yang dahulunya ditujukan untuk pemujaan para Dewa.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Di upacara Rambu Solo kemarin, saya tiba-tiba ditarik untuk ikut menari bersama orang-orang.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
Siska sangat menikmati persembahan tarian yang penampilnya adalah laki-laki dengan wajah yang sangat sumringah.,Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
"Mirna meliput kegiatan Rambu Solo di Toraja, ia menyaksikan tari Ma'randing.",Cerita ini menggambarkan bagaimana budaya lokal tercermin dalam kehidupan sehari-hari masyarakat.
